YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2015,NC,"Combined Heat and Power, Electric Power",Other Biomass,"38,042"
2015,NC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"232,292"
2015,NC,"Electric Generators, Independent Power Producers",Total,"6,239,455"
2015,NC,"Electric Generators, Independent Power Producers",Coal,"31,057"
2015,NC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"43,547"
2015,NC,"Electric Generators, Independent Power Producers",Natural Gas,"3,794,307"
2015,NC,"Electric Generators, Independent Power Producers",Petroleum,"50,807"
2015,NC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,284,009"
2015,NC,"Electric Generators, Independent Power Producers",Other Biomass,"429,630"
2015,NC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"485,979"
2015,NC,"Electric Generators, Electric Utilities",Total,"119,073,672"
2015,NC,"Electric Generators, Electric Utilities",Coal,"39,348,755"
2015,NC,"Electric Generators, Electric Utilities",Pumped Storage,94
2015,NC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"4,687,506"
2015,NC,"Electric Generators, Electric Utilities",Natural Gas,"32,566,555"
2015,NC,"Electric Generators, Electric Utilities",Nuclear,"42,096,761"
2015,NC,"Electric Generators, Electric Utilities",Petroleum,"362,177"
2015,NC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"11,824"
2015,ND,Total Electric Power Industry,Total,"37,156,612"
2015,ND,Total Electric Power Industry,Coal,"27,734,413"
2015,ND,Total Electric Power Industry,Hydroelectric Conventional,"2,094,168"
2015,ND,Total Electric Power Industry,Natural Gas,"711,044"
2015,ND,Total Electric Power Industry,Other Gases,"39,063"
2015,ND,Total Electric Power Industry,Other,"42,168"
2015,ND,Total Electric Power Industry,Petroleum,"26,459"
2015,ND,Total Electric Power Industry,Other Biomass,"3,594"
2015,ND,Total Electric Power Industry,Wind,"6,505,704"
2015,ND,"Combined Heat and Power, Industrial Power",Total,"167,243"
2015,ND,"Combined Heat and Power, Industrial Power",Coal,"102,607"
2015,ND,"Combined Heat and Power, Industrial Power",Natural Gas,"21,282"
2015,ND,"Combined Heat and Power, Industrial Power",Other Gases,"39,063"
2015,ND,"Combined Heat and Power, Industrial Power",Petroleum,697
2015,ND,"Combined Heat and Power, Industrial Power",Other Biomass,"3,594"
2015,ND,"Combined Heat and Power, Commercial Power",Total,17
2015,ND,"Combined Heat and Power, Commercial Power",Petroleum,17
2015,ND,"Electric Generators, Independent Power Producers",Total,"3,883,450"
2015,ND,"Electric Generators, Independent Power Producers",Wind,"3,883,450"
2015,ND,"Electric Generators, Electric Utilities",Total,"33,105,902"
2015,ND,"Electric Generators, Electric Utilities",Coal,"27,631,806"
2015,ND,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,094,168"
2015,ND,"Electric Generators, Electric Utilities",Natural Gas,"689,762"
2015,ND,"Electric Generators, Electric Utilities",Other,"42,168"
2015,ND,"Electric Generators, Electric Utilities",Petroleum,"25,744"
2015,ND,"Electric Generators, Electric Utilities",Wind,"2,622,254"
2015,NE,Total Electric Power Industry,Total,"39,883,391"
2015,NE,Total Electric Power Industry,Coal,"24,185,421"
2015,NE,Total Electric Power Industry,Hydroelectric Conventional,"1,684,980"
2015,NE,Total Electric Power Industry,Natural Gas,"430,731"
2015,NE,Total Electric Power Industry,Nuclear,"10,324,728"
2015,NE,Total Electric Power Industry,Other,0
2015,NE,Total Electric Power Industry,Petroleum,"6,115"
2015,NE,Total Electric Power Industry,Other Biomass,"70,953"
2015,NE,Total Electric Power Industry,Wind,"3,180,463"
2015,NE,Total Electric Power Industry,Wood and Wood Derived Fuels,0
2015,NE,"Combined Heat and Power, Industrial Power",Total,"381,424"
2015,NE,"Combined Heat and Power, Industrial Power",Coal,"380,954"
2015,NE,"Combined Heat and Power, Industrial Power",Natural Gas,470
2015,NE,"Combined Heat and Power, Industrial Power",Other,0
2015,NE,"Combined Heat and Power, Industrial Power",Other Biomass,0
2015,NE,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2015,NE,"Combined Heat and Power, Commercial Power",Total,"16,923"
2015,NE,"Combined Heat and Power, Commercial Power",Natural Gas,704
2015,NE,"Combined Heat and Power, Commercial Power",Other Biomass,"16,219"
2015,NE,"Electric Generators, Independent Power Producers",Total,"2,962,802"
2015,NE,"Electric Generators, Independent Power Producers",Wind,"2,962,802"
2015,NE,"Electric Generators, Electric Utilities",Total,"36,522,242"
2015,NE,"Electric Generators, Electric Utilities",Coal,"23,804,467"
2015,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"1,684,980"
2015,NE,"Electric Generators, Electric Utilities",Natural Gas,"429,556"
2015,NE,"Electric Generators, Electric Utilities",Nuclear,"10,324,728"
2015,NE,"Electric Generators, Electric Utilities",Petroleum,"6,115"
2015,NE,"Electric Generators, Electric Utilities",Other Biomass,"54,734"
2015,NE,"Electric Generators, Electric Utilities",Wind,"217,661"
2015,NH,Total Electric Power Industry,Total,"20,015,893"
2015,NH,Total Electric Power Industry,Coal,"936,662"
2015,NH,Total Electric Power Industry,Hydroelectric Conventional,"1,270,222"
2015,NH,Total Electric Power Industry,Natural Gas,"6,051,695"
2015,NH,Total Electric Power Industry,Nuclear,"9,484,204"
2015,NH,Total Electric Power Industry,Other,"49,720"
2015,NH,Total Electric Power Industry,Petroleum,"175,564"
2015,NH,Total Electric Power Industry,Other Biomass,"118,650"
2015,NH,Total Electric Power Industry,Wind,"423,496"
2015,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,505,681"
2015,NH,"Combined Heat and Power, Industrial Power",Total,"31,529"
2015,NH,"Combined Heat and Power, Industrial Power",Natural Gas,"31,450"
2015,NH,"Combined Heat and Power, Industrial Power",Petroleum,79
2015,NH,"Combined Heat and Power, Commercial Power",Total,"73,165"
2015,NH,"Combined Heat and Power, Commercial Power",Natural Gas,"22,210"
2015,NH,"Combined Heat and Power, Commercial Power",Petroleum,"15,528"
2015,NH,"Combined Heat and Power, Commercial Power",Other Biomass,"35,428"
2015,NH,"Electric Generators, Independent Power Producers",Total,"18,216,665"
2015,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"961,534"
2015,NH,"Electric Generators, Independent Power Producers",Natural Gas,"5,975,745"
2015,NH,"Electric Generators, Independent Power Producers",Nuclear,"9,484,204"
2015,NH,"Electric Generators, Independent Power Producers",Other,"49,720"
2015,NH,"Electric Generators, Independent Power Producers",Petroleum,"54,167"
2015,NH,"Electric Generators, Independent Power Producers",Other Biomass,"82,268"
2015,NH,"Electric Generators, Independent Power Producers",Wind,"423,496"
2015,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"1,185,531"
2015,NH,"Electric Generators, Electric Utilities",Total,"1,694,535"
2015,NH,"Electric Generators, Electric Utilities",Coal,"936,662"
2015,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"308,688"
2015,NH,"Electric Generators, Electric Utilities",Natural Gas,"22,290"
2015,NH,"Electric Generators, Electric Utilities",Petroleum,"105,790"
2015,NH,"Electric Generators, Electric Utilities",Other Biomass,955
2015,NH,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"320,150"
2015,NJ,Total Electric Power Industry,Total,"74,608,860"
2015,NJ,Total Electric Power Industry,Coal,"1,759,096"
2015,NJ,Total Electric Power Industry,Pumped Storage,"-169,577"
2015,NJ,Total Electric Power Industry,Hydroelectric Conventional,"9,541"
2015,NJ,Total Electric Power Industry,Natural Gas,"36,974,456"
2015,NJ,Total Electric Power Industry,Nuclear,"33,261,760"
2015,NJ,Total Electric Power Industry,Other Gases,"221,033"
2015,NJ,Total Electric Power Industry,Other,"582,493"
2015,NJ,Total Electric Power Industry,Petroleum,"374,936"
2015,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,"627,890"
2015,NJ,Total Electric Power Industry,Other Biomass,"945,693"
2015,NJ,Total Electric Power Industry,Wind,"21,539"
2015,NJ,"Combined Heat and Power, Industrial Power",Total,"705,544"
2015,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,"340,050"
2015,NJ,"Combined Heat and Power, Industrial Power",Other Gases,"221,033"
2015,NJ,"Combined Heat and Power, Industrial Power",Other,"67,132"
2015,NJ,"Combined Heat and Power, Industrial Power",Petroleum,"75,985"
2015,NJ,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"1,345"
2015,NJ,"Combined Heat and Power, Commercial Power",Total,"655,729"
2015,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,"206,170"
2015,NJ,"Combined Heat and Power, Commercial Power",Other,"144,536"
2015,NJ,"Combined Heat and Power, Commercial Power",Petroleum,786
2015,NJ,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"132,624"
2015,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,"171,615"
2015,NJ,"Combined Heat and Power, Electric Power",Total,"6,507,480"
2015,NJ,"Combined Heat and Power, Electric Power",Coal,"1,282,322"
2015,NJ,"Combined Heat and Power, Electric Power",Natural Gas,"5,066,907"
2015,NJ,"Combined Heat and Power, Electric Power",Petroleum,"67,107"
2015,NJ,"Combined Heat and Power, Electric Power",Other Biomass,"91,144"
2015,NJ,"Electric Generators, Independent Power Producers",Total,"66,764,294"
2015,NJ,"Electric Generators, Independent Power Producers",Coal,"476,774"
2015,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"9,541"
2015,NJ,"Electric Generators, Independent Power Producers",Natural Gas,"31,282,869"
2015,NJ,"Electric Generators, Independent Power Producers",Nuclear,"33,261,760"
2015,NJ,"Electric Generators, Independent Power Producers",Other,"370,825"
2015,NJ,"Electric Generators, Independent Power Producers",Petroleum,"227,345"
2015,NJ,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"430,706"
2015,NJ,"Electric Generators, Independent Power Producers",Other Biomass,"682,935"
2015,NJ,"Electric Generators, Independent Power Producers",Wind,"21,539"
2015,NJ,"Electric Generators, Electric Utilities",Total,"-24,188"
2015,NJ,"Electric Generators, Electric Utilities",Coal,0
2015,NJ,"Electric Generators, Electric Utilities",Pumped Storage,"-169,577"
2015,NJ,"Electric Generators, Electric Utilities",Natural Gas,"78,461"
2015,NJ,"Electric Generators, Electric Utilities",Petroleum,"3,713"
2015,NJ,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"63,215"
2015,NM,Total Electric Power Industry,Total,"32,701,398"
2015,NM,Total Electric Power Industry,Coal,"20,439,532"
2015,NM,Total Electric Power Industry,Geothermal,"9,675"
2015,NM,Total Electric Power Industry,Hydroelectric Conventional,"99,473"
2015,NM,Total Electric Power Industry,Natural Gas,"9,364,624"
2015,NM,Total Electric Power Industry,Other,665
2015,NM,Total Electric Power Industry,Petroleum,"62,958"
2015,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,"614,877"
2015,NM,Total Electric Power Industry,Other Biomass,"19,573"
2015,NM,Total Electric Power Industry,Wind,"2,090,021"
2015,NM,"Combined Heat and Power, Industrial Power",Total,861
2015,NM,"Combined Heat and Power, Industrial Power",Natural Gas,856
2015,NM,"Combined Heat and Power, Industrial Power",Petroleum,5
2015,NM,"Combined Heat and Power, Commercial Power",Total,"124,121"
2015,NM,"Combined Heat and Power, Commercial Power",Natural Gas,"121,284"
2015,NM,"Combined Heat and Power, Commercial Power",Wind,"2,837"
2015,NM,"Combined Heat and Power, Electric Power",Total,"278,517"
2015,NM,"Combined Heat and Power, Electric Power",Natural Gas,"258,944"
2015,NM,"Combined Heat and Power, Electric Power",Other Biomass,"19,573"
2015,NM,"Electric Generators, Independent Power Producers",Total,"6,347,128"
2015,NM,"Electric Generators, Independent Power Producers",Geothermal,"9,675"
2015,NM,"Electric Generators, Independent Power Producers",Natural Gas,"3,793,530"
2015,NM,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"456,739"
2015,NM,"Electric Generators, Independent Power Producers",Wind,"2,087,184"
2015,NM,"Electric Generators, Electric Utilities",Total,"25,950,771"
2015,NM,"Electric Generators, Electric Utilities",Coal,"20,439,532"
2015,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"99,473"
2015,NM,"Electric Generators, Electric Utilities",Natural Gas,"5,190,010"
2015,NM,"Electric Generators, Electric Utilities",Other,665
2015,NM,"Electric Generators, Electric Utilities",Petroleum,"62,953"
2015,NM,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"158,138"
2015,NV,Total Electric Power Industry,Total,"39,046,784"
2015,NV,Total Electric Power Industry,Coal,"2,657,289"
2015,NV,Total Electric Power Industry,Geothermal,"3,110,504"
2015,NV,Total Electric Power Industry,Hydroelectric Conventional,"2,264,136"
2015,NV,Total Electric Power Industry,Natural Gas,"28,999,514"
2015,NV,Total Electric Power Industry,Other Gases,"5,523"
2015,NV,Total Electric Power Industry,Other,"1,013"
2015,NV,Total Electric Power Industry,Petroleum,"15,982"
2015,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,657,405"
2015,NV,Total Electric Power Industry,Other Biomass,"25,695"
2015,NV,Total Electric Power Industry,Wind,"309,724"
2015,NV,"Combined Heat and Power, Industrial Power",Total,"304,750"
2015,NV,"Combined Heat and Power, Industrial Power",Natural Gas,"302,249"
2015,NV,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"2,501"
2015,NV,"Combined Heat and Power, Commercial Power",Total,"114,061"
2015,NV,"Combined Heat and Power, Commercial Power",Natural Gas,"69,233"
2015,NV,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"44,828"
2015,NV,"Combined Heat and Power, Electric Power",Total,"2,203,014"
2015,NV,"Combined Heat and Power, Electric Power",Natural Gas,"2,197,475"
2015,NV,"Combined Heat and Power, Electric Power",Other Gases,"5,523"
2015,NV,"Combined Heat and Power, Electric Power",Petroleum,16
2015,NV,"Electric Generators, Independent Power Producers",Total,"5,928,306"
2015,NV,"Electric Generators, Independent Power Producers",Coal,"853,306"
2015,NV,"Electric Generators, Independent Power Producers",Geothermal,"3,110,504"
2015,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"15,487"
2015,NV,"Electric Generators, Independent Power Producers",Natural Gas,"2,140"
2015,NV,"Electric Generators, Independent Power Producers",Petroleum,"3,450"
2015,NV,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,608,000"
2015,NV,"Electric Generators, Independent Power Producers",Other Biomass,"25,695"
2015,NV,"Electric Generators, Independent Power Producers",Wind,"309,724"
2015,NV,"Electric Generators, Electric Utilities",Total,"30,496,653"
2015,NV,"Electric Generators, Electric Utilities",Coal,"1,803,983"
2015,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"2,248,649"
2015,NV,"Electric Generators, Electric Utilities",Natural Gas,"26,428,416"
2015,NV,"Electric Generators, Electric Utilities",Other,"1,013"
2015,NV,"Electric Generators, Electric Utilities",Petroleum,"12,516"
2015,NV,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"2,076"
2015,NY,Total Electric Power Industry,Total,"138,581,686"
2015,NY,Total Electric Power Industry,Coal,"2,380,066"
2015,NY,Total Electric Power Industry,Pumped Storage,"-422,812"
2015,NY,Total Electric Power Industry,Hydroelectric Conventional,"26,014,520"
